,shopid,userid
4840,80007026,0
4841,80007090,0
4842,80007158,0
4843,80007203,0
4844,80007506,0
4845,80049863,0
4846,80066557,0
4847,80066572,0
4848,80091569,0
4849,80102990,0
4850,80184557,0
4851,80186194,0
4852,80201114,0
4853,80201181,0
4854,80201200,0
4855,80216377,0
4856,80260623,0
4857,80428455,0
4858,80450542,0
4859,80585382,0
4860,80593244,0
4861,80675945,0
4862,80693208,0
4863,80708712,0
4864,80720823,0
4865,80720848,0
4866,80720869,0
4867,80734905,0
4868,80742525,0
4869,80742853,0
4870,80750221,0
4871,80753685,0
4872,80756297,0
4873,80761196,0
4874,80762120,0
4875,80762529,0
4876,80763275,0
4877,80776569,0
4878,80890996,0
4879,80901616,0
4880,80905103,0
4881,80905182,0
4882,80905243,0
4883,80905280,0
4884,80906879,0
4885,80914308,0
4886,80989886,0
4887,81021550,0
4888,81026248,0
4889,81050570,0
4890,81057240,0
4891,81070087,0
4892,81072776,0
4893,81087530,0
4894,81087553,0
4895,81106735,0
4896,81106830,0
4897,81107020,0
4898,81107063,0
4899,81107101,0
4900,81107176,0
4901,81107218,0
4902,81107257,0
4903,81107454,0
4904,81107569,0
4905,81107614,0
4906,81107657,0
4907,81107875,0
4908,81107945,0
4909,81107987,0
4910,81190082,0
4911,81190174,0
4912,81190226,0
4913,81198003,0
4914,81213884,0
4915,81227506,0
4916,81232093,0
4917,81232921,0
4918,81234955,0
4919,81238279,0
4920,81238369,0
4921,81244397,0
4922,81244619,0
4923,81246851,0
4924,81246872,0
4925,81248256,0
4926,81248629,0
4927,81249075,0
4928,81252550,0
4929,81264180,0
4930,81352410,0
4931,81354928,0
4932,81358578,0
4933,81358660,0
4934,81358966,0
4935,81390362,0
4936,81397353,0
4937,81433064,0
4938,81502244,0
4939,81730482,0
4940,81839251,0
4941,81846717,0
4942,81852948,0
4943,81853031,0
4944,81853122,0
4945,81892258,0
4946,81911506,0
4947,81915966,0
4948,81919856,0
4949,82022023,0
4950,82024305,0
4951,82026631,0
4952,82028494,0
4953,82060005,0
4954,82064175,0
4955,82069617,0
4956,82069664,0
4957,82101422,0
4958,82111595,0
4959,82132828,0
4960,82176383,0
4961,82188330,0
4962,82207930,0
4963,82207942,0
4964,82208000,0
4965,82208133,0
4966,82208624,0
4967,82255844,0
4968,82256441,0
4969,82256684,0
4970,82269041,0
4971,82269178,0
4972,82269223,0
4973,82269338,0
4974,82368015,0
4975,82368044,0
4976,82369335,0
4977,82369462,0
4978,82369766,0
4979,82375312,0
4980,82403452,0
4981,82435852,0
4982,82435983,0
4983,82436060,0
4984,82436100,0
4985,82470258,0
4986,82531246,0
4987,82574329,0
4988,82574338,0
4989,82587364,0
4990,82589739,0
4991,82593787,0
4992,82601489,0
4993,82610176,0
4994,82611628,0
4995,82619948,0
4996,82738335,0
4997,83040975,0
4998,83069309,0
4999,83069462,0
5000,83080084,0
5001,83083657,0
5002,83089270,0
5003,83089311,0
5004,83089389,0
5005,83089714,0
5006,83090913,0
5007,83091054,0
5008,83091093,0
5009,83091265,0
5010,83101101,0
5011,83102532,0
5012,83102588,0
5013,83102630,0
5014,83132219,0
5015,83207432,0
5016,83213498,0
5017,83213597,0
5018,83234229,0
5019,83260843,0
5020,83263311,0
5021,83266112,0
5022,83318079,0
5023,83350528,0
5024,83366265,0
5025,83401047,0
5026,83408156,0
5027,83408312,0
5028,83408462,0
5029,83411597,0
5030,83426518,0
5031,83427745,0
5032,83429219,0
5033,83430054,0
5034,83430393,0
5035,83433470,0
5036,83433782,0
5037,83440644,0
5038,83440682,0
5039,83440735,0
5040,83440756,0
5041,83529762,0
5042,83541083,0
5043,83558512,0
5044,83574997,0
5045,83603234,0
5046,83669215,0
5047,83698893,0
5048,83698960,0
5049,83699001,0
5050,83699029,0
5051,83699076,0
5052,83747767,0
5053,83748472,0
5054,83750280,0
5055,83761244,0
5056,83761892,0
5057,83764530,0
5058,83764923,0
5059,83767579,0
5060,83767652,0
5061,83767704,0
5062,83767745,0
5063,83767775,0
5064,83767795,0
5065,83767954,0
5066,83768076,0
5067,83776337,0
5068,83864728,0
5069,84119334,0
5070,84158377,0
5071,84160834,0
5072,84172590,0
5073,84172603,0
5074,84172610,0
5075,84172615,0
5076,84172620,0
5077,84172628,0
5078,84172634,0
5079,84172637,0
5080,84172643,0
5081,84172647,0
5082,84172663,0
5083,84172670,0
5084,84172676,0
5085,84172679,0
5086,84172686,0
5087,84172725,0
5088,84177332,0
5089,84183064,0
5090,84193639,0
5091,84204959,0
5092,84208113,0
5093,84209220,0
5094,84234468,0
5095,84234556,0
5096,84234619,0
5097,84301799,0
5098,84316515,0
5099,84320765,0
5100,84321142,0
5101,84322073,0
5102,84377992,0
5103,84387511,0
5104,84393838,0
5105,84432689,0
5106,84493843,0
5107,84533430,0
5108,84533500,0
5109,84533606,0
5110,84533748,0
5111,84533813,0
5112,84547029,0
5113,84547135,0
5114,84547411,0
5115,84549626,0
5116,84559494,0
5117,84559659,0
5118,84559811,0
5119,84584184,0
5120,84591246,0
5121,84598832,0
5122,84599953,0
5123,84602591,0
5124,84603482,0
5125,84643967,0
5126,84646493,0
5127,84650535,0
5128,84652429,0
5129,84664888,0
5130,84673305,0
5131,84683145,0
5132,84683577,0
5133,84705013,0
5134,84706933,0
5135,84707100,0
5136,84710867,0
5137,84711731,0
5138,84711793,0
5139,84713261,0
5140,84713318,0
5141,84713388,0
5142,84723600,0
5143,84723682,0
5144,84799888,0
5145,84805338,0
5146,84807884,0
5147,84811015,0
5148,84811574,0
5149,84821602,0
5150,84853684,0
5151,84866704,0
5152,84872299,0
5153,84923487,0
5154,85113423,0
5155,85256495,0
5156,85256544,0
5157,85258363,0
5158,85258558,0
5159,85315457,0
5160,85315715,0
5161,85340527,0
5162,85408205,0
5163,85410612,0
5164,85416248,0
5165,85419027,0
5166,85423051,0
5167,85441301,0
5168,85443900,0
5169,85458918,0
5170,85458922,0
5171,85458955,0
5172,85459037,0
5173,85459045,0
5174,85459077,0
5175,85459106,0
5176,85459112,0
5177,85459119,0
5178,85459126,0
5179,85459154,0
5180,85459176,0
5181,85459183,0
5182,85459376,0
5183,85459439,0
5184,85512180,0
5185,85568862,0
5186,85603727,0
5187,85606236,0
5188,85608749,0
5189,85616869,0
5190,85617267,0
5191,85628068,0
5192,85634086,0
5193,85634231,0
5194,85634302,0
5195,85648725,0
5196,85669731,0
5197,85725020,0
5198,85745898,0
5199,85766769,0
5200,85769226,0
5201,85777620,0
5202,85788267,0
5203,85890459,0
5204,85948218,0
5205,85948295,0
5206,85948343,0
5207,85965530,0
5208,85965569,0
5209,85965597,0
5210,85965639,0
5211,85965667,0
5212,85965690,0
5213,85965719,0
5214,85965780,0
5215,86039258,0
5216,86049389,0
5217,86267685,0
5218,86285837,0
5219,86368642,0
5220,86371836,0
5221,86371875,0
5222,86392996,0
5223,86404696,0
5224,86416733,0
5225,86441441,0
5226,86446335,0
5227,86446574,0
5228,86446806,0
5229,86453400,0
5230,86463401,0
5231,86463488,0
5232,86463532,0
5233,86526477,0
5234,86542360,0
5235,86561926,0
5236,86564492,0
5237,86567562,0
5238,86572154,0
5239,86572177,0
5240,86572182,0
5241,86572187,0
5242,86572198,0
5243,86572231,0
5244,86603038,0
5245,86628252,0
5246,86628761,0
5247,86634598,0
5248,86637817,0
5249,86651424,0
5250,86678901,0
5251,86693216,0
5252,86734500,0
5253,86748721,0
5254,86782165,0
5255,86788116,0
5256,86788265,0
5257,86788326,0
5258,86788352,0
5259,86791177,0
5260,86797153,0
5261,86799255,0
5262,86800001,0
5263,86801203,0
5264,86805042,0
5265,86805396,0
5266,86810608,0
5267,86814930,0
5268,86820927,0
5269,86821192,0
5270,86821345,0
5271,86822226,0
5272,86823342,0
5273,86823827,0
5274,86824027,0
5275,86825459,0
5276,86825597,0
5277,86826055,0
5278,86826200,0
5279,86826349,0
5280,86826681,0
5281,86827130,0
5282,86827267,0
5283,86827850,0
5284,86840861,0
5285,86892021,0
5286,86947704,0
5287,86997497,0
5288,86997551,0
5289,87005763,0
5290,87005909,0
5291,87005981,0
5292,87006618,0
5293,87010852,0
5294,87037251,0
5295,87037593,0
5296,87037631,0
5297,87063118,0
5298,87066256,0
5299,87075757,0
5300,87075889,0
5301,87096719,0
5302,87125848,0
5303,87162554,0
5304,87162663,0
5305,87163008,0
5306,87163250,0
5307,87163356,0
5308,87163593,0
5309,87164182,0
5310,87193491,0
5311,87199430,0
5312,87203163,0
5313,87219179,0
5314,87219518,0
5315,87224845,0
5316,87238116,0
5317,87243226,0
5318,87243381,0
5319,87245674,0
5320,87246161,0
5321,87265627,0
5322,87483649,0
5323,87514129,0
5324,87522495,0
5325,87579227,0
5326,87621172,0
5327,87621239,0
5328,87621328,0
5329,87621636,0
5330,87621695,0
5331,87657406,0
5332,87705895,0
5333,87722915,0
5334,87759811,0
5335,87769403,0
5336,87770705,0
5337,87819867,0
5338,87819976,0
5339,87820327,0
5340,87827803,0
5341,87828592,0
5342,87828817,0
5343,87828950,0
5344,87829666,0
5345,87840984,0
5346,87841198,0
5347,87845635,0
5348,87847480,0
5349,87848806,0
5350,87852982,0
5351,87853289,0
5352,87853399,0
5353,87862108,0
5354,87879785,0
5355,87977869,0
5356,87985139,0
5357,87986130,0
5358,88010671,0
5359,88024977,0
5360,88030773,0
5361,88030821,0
5362,88030881,0
5363,88035715,0
5364,88035730,0
5365,88035767,0
5366,88056869,0
5367,88057051,0
5368,88057319,0
5369,88057427,0
5370,88061045,0
5371,88066222,0
5372,88073992,0
5373,88118897,0
5374,88131246,0
5375,88202387,0
5376,88209860,0
5377,88229967,0
5378,88246043,0
5379,88314577,0
5380,88325814,0
5381,88345846,0
5382,88405238,0
5383,88422909,0
5384,88434042,0
5385,88457296,0
5386,88477170,0
5387,88484439,0
5388,88484568,0
5389,88484634,0
5390,88484673,0
5391,88484947,0
5392,88486533,0
5393,88487045,0
5394,88612575,0
5395,88612805,0
5396,88634146,0
5397,88634465,0
5398,88634480,0
5399,88668826,0
5400,88668911,0
5401,88673187,0
5402,88683541,0
5403,88685658,0
5404,88689557,0
5405,88690268,0
5406,88696854,0
5407,88701184,0
5408,88709243,0
5409,88710965,0
5410,88711121,0
5411,88711335,0
5412,88759537,0
5413,88899075,0
5414,89046712,0
5415,89114465,0
5416,89115002,0
5417,89115850,0
5418,89116523,0
5419,89116953,0
5420,89117437,0
5421,89117845,0
5422,89118277,0
5423,89119025,0
5424,89119433,0
5425,89122449,0
5426,89123477,0
5427,89124187,0
5428,89124819,0
5429,89125603,0
5430,89126206,0
5431,89127015,0
5432,89127467,0
5433,89127999,0
5434,89128485,0
5435,89250796,0
5436,89251015,0
5437,89251415,0
5438,89251719,0
5439,89281245,0
5440,89340382,0
5441,89645183,0
5442,89647608,0
5443,89660481,0
5444,89692036,0
5445,89692077,0
5446,89698141,0
5447,89718620,0
5448,89746709,0
5449,89747206,0
5450,89747333,0
5451,89751103,0
5452,89751760,0
5453,89765240,0
5454,89768730,0
5455,89775584,0
5456,89777565,0
5457,89881509,0
5458,89888778,0
5459,89889289,0
5460,89889313,0
5461,89889319,0
5462,89889425,0
5463,89889487,0
5464,89889493,0
5465,89889498,0
5466,89889510,0
5467,89889524,0
5468,89889551,0
5469,89911006,0
5470,89944560,0
5471,89947760,0
5472,89948292,0
5473,89948889,0
5474,89948967,0
5475,89955089,0
5476,89955224,0
5477,90048126,0
5478,90114193,0
5479,90118501,0
5480,90139389,0
5481,90156787,0
5482,90157959,0
5483,90158794,0
5484,90165630,0
5485,90169828,0
5486,90171313,0
5487,90172857,0
5488,90187350,0
5489,90203920,0
5490,90215118,0
5491,90218203,0
5492,90222530,0
5493,90335733,0
5494,90335842,0
5495,90336011,0
5496,90336365,0
5497,90336454,0
5498,90336536,0
5499,90336709,0
5500,90336797,0
5501,90337603,0
5502,90337968,0
5503,90338073,0
5504,90338548,0
5505,90338972,0
5506,90339629,0
5507,90340162,0
5508,90340597,0
5509,90348893,0
5510,90348953,0
5511,90349048,0
5512,90349081,0
5513,90349135,0
5514,90350417,0
5515,90350549,0
5516,90350565,0
5517,90350593,0
5518,90350598,0
5519,90350617,0
5520,90350663,0
5521,90360166,0
5522,90377528,0
5523,90385730,0
5524,90386560,0
5525,90413395,0
5526,90473265,0
5527,90483698,0
5528,90496400,0
5529,90496725,0
5530,90501117,0
5531,90501721,0
5532,90502976,0
5533,90527350,0
5534,90534771,0
5535,90555264,0
5536,90555315,0
5537,90904399,0
5538,91038550,0
5539,91056724,0
5540,91067843,0
5541,91087572,0
5542,91087668,0
5543,91087778,0
5544,91087848,0
5545,91087923,0
5546,91087999,0
5547,91088086,0
5548,91088177,0
5549,91088261,0
5550,91105193,0
5551,91114567,0
5552,91123657,0
5553,91151769,0
5554,91188270,0
5555,91223175,0
5556,91224965,0
5557,91242967,0
5558,91267070,0
5559,91278966,0
5560,91279866,0
5561,91281724,0
5562,91292495,0
5563,91295375,0
5564,91295492,0
5565,91308941,0
5566,91363958,0
5567,91370825,0
5568,91400898,0
5569,91415516,0
5570,91441150,0
5571,91441976,0
5572,91459669,0
5573,91462182,0
5574,91487219,0
5575,91493800,0
5576,91509905,0
5577,91542381,0
5578,91542691,0
5579,91588901,0
5580,91594760,0
5581,91637172,0
5582,91638688,0
5583,91639906,0
5584,91659311,0
5585,91670224,0
5586,91673033,0
5587,91674180,0
5588,91678250,0
5589,91678351,0
5590,91678832,0
5591,91678877,0
5592,91678893,0
5593,91678988,0
5594,91679236,0
5595,91679268,0
5596,91679485,0
5597,91679755,0
5598,91679857,0
5599,91679894,0
5600,91679937,0
5601,91680059,0
5602,91680145,0
5603,91680229,0
5604,91680306,0
5605,91680371,0
5606,91680677,0
5607,91680735,0
5608,91680943,0
5609,91681054,0
5610,91681600,0
5611,91682451,0
5612,91684899,0
5613,91685020,0
5614,91688089,0
5615,91711044,0
5616,91711332,0
5617,91711525,0
5618,91716487,0
5619,91783595,0
5620,91783646,0
5621,91785726,0
5622,91786512,0
5623,91788719,0
5624,91799978,0
5625,91819942,0
5626,91826836,0
5627,91864677,0
5628,91903561,0
5629,92003735,0
5630,92513825,0
5631,92513867,0
5632,92514114,0
5633,92514155,0
5634,92520461,0
5635,92520648,0
5636,92524217,0
5637,92549088,0
5638,92566917,0
5639,92567513,0
5640,92727505,0
5641,92727875,0
5642,92733248,0
5643,92751982,0
5644,92752049,0
5645,92775746,0
5646,92783216,0
5647,92813507,0
5648,92849569,0
5649,92916214,0
5650,92935577,0
5651,92937409,0
5652,92956201,0
5653,92971999,0
5654,92990895,0
5655,92991006,0
5656,92991064,0
5657,93114938,0
5658,93118317,0
5659,93118442,0
5660,93119848,0
5661,93120165,0
5662,93171909,0
5663,93178145,0
5664,93229665,0
5665,93295101,0
5666,93298215,0
5667,93322597,0
5668,93353933,0
5669,93358498,0
5670,93358941,0
5671,93359597,0
5672,93359725,0
5673,93359944,0
5674,93360016,0
5675,93363430,0
5676,93363519,0
5677,93380165,0
5678,93381802,0
5679,93547627,0
5680,93571515,0
5681,93684185,0
5682,93684245,0
5683,93691788,0
5684,93750632,0
5685,93785607,0
5686,93808009,0
5687,93861688,0
5688,93893101,0
5689,93906301,0
5690,93944758,0
5691,93949912,0
5692,93949994,0
5693,93950041,0
5694,93950114,0
5695,93950227,0
5696,93950878,0
5697,93951065,0
5698,93951158,0
5699,93951228,0
5700,93952110,0
5701,93952151,0
5702,93952227,0
5703,93952314,0
5704,93952366,0
5705,93952433,0
5706,94036983,0
5707,94040233,0
5708,94154189,0
5709,94185530,0
5710,94241427,0
5711,94264180,0
5712,94269792,0
5713,94279148,0
5714,94323897,0
5715,94341099,0
5716,94461134,0
5717,94462069,0
5718,94479614,0
5719,94506916,0
5720,94512558,0
5721,94531424,0
5722,94552612,0
5723,94563980,0
5724,94846095,0
5725,94886638,0
5726,94927662,0
5727,94979872,0
5728,95035833,0
5729,95045402,0
5730,95048492,0
5731,95070940,0
5732,95090493,0
5733,95115156,0
5734,95122605,0
5735,95130073,0
5736,95134473,0
5737,95135096,0
5738,95135759,0
5739,95136623,0
5740,95137178,0
5741,95138046,0
5742,95138572,0
5743,95139064,0
5744,95178976,0
5745,95191947,0
5746,95192543,0
5747,95193063,0
5748,95194143,0
5749,95199702,0
5750,95230207,0
5751,95230591,0
5752,95236751,0
5753,95237007,0
5754,95251808,0
5755,95256147,0
5756,95256207,0
5757,95265970,0
5758,95273673,0
5759,95274955,0
5760,95275840,0
5761,95302151,0
5762,95302322,0
5763,95302417,0
5764,95322764,0
5765,95337360,0
5766,95442584,0
5767,95446709,0
5768,95458810,0
5769,95478052,0
5770,95506527,0
5771,95507102,0
5772,95507169,0
5773,95507222,0
5774,95507319,0
5775,95507367,0
5776,95507413,0
5777,95507534,0
5778,95507784,0
5779,95524736,0
5780,95526512,0
5781,95557767,0
5782,95565618,0
5783,95570154,0
5784,95570264,0
5785,95580868,0
5786,95581106,0
5787,95632694,0
5788,95642156,0
5789,95654566,0
5790,95709421,0
5791,95729391,0
5792,95736721,0
5793,95737497,0
5794,95745694,0
5795,95757719,0
5796,95757774,0
5797,95757987,0
5798,95758036,0
5799,95763943,0
5800,95800924,0
5801,95868154,0
5802,95875859,0
5803,95891080,0
5804,95900223,0
5805,95900242,0
5806,95900252,0
5807,95903584,0
5808,95949103,0
5809,95963894,0
5810,95967043,0
5811,96197811,0
5812,96405580,0
5813,96411310,0
5814,96459080,0
5815,96460204,0
5816,96460236,0
5817,96460264,0
5818,96462551,0
5819,96464079,0
5820,96478385,0
5821,96523677,0
5822,96531670,0
5823,96540289,0
5824,96555082,0
5825,96555187,0
5826,96555327,0
5827,96555506,0
5828,96555548,0
5829,96555639,0
5830,96555792,0
5831,96557957,0
5832,96558159,0
5833,96558236,0
5834,96558327,0
5835,96561202,0
5836,96561842,0
5837,96562362,0
5838,96573613,0
5839,96573864,0
5840,96574352,0
5841,96574730,0
5842,96659798,0
5843,96664410,0
5844,96664664,0
5845,96671258,0
5846,96674484,0
5847,96674652,0
5848,96675020,0
5849,96679384,0
5850,96679836,0
5851,96680288,0
5852,96681287,0
5853,96681429,0
5854,96681481,0
5855,96681521,0
5856,96729300,0
5857,96729996,0
5858,96731231,0
5859,96745413,0
5860,96745471,0
5861,96745501,0
5862,96755275,0
5863,96755383,0
5864,96755478,0
5865,96755555,0
5866,96755646,0
5867,96755885,0
5868,96757644,0
5869,96757689,0
5870,96757706,0
5871,96757713,0
5872,96757783,0
5873,96830933,0
5874,96833874,0
5875,96869191,0
5876,96877484,0
5877,96879386,0
5878,96887816,0
5879,96890153,0
5880,96923611,0
5881,96929974,0
5882,96953202,0
5883,96953206,0
5884,96953349,0
5885,96973170,0
5886,96977221,0
5887,96982683,0
5888,96982835,0
5889,96988246,0
5890,97004319,0
5891,97045447,0
5892,97083776,0
5893,97084589,0
5894,97084677,0
5895,97106040,0
5896,97126887,0
5897,97167904,0
5898,97167909,0
5899,97168062,0
5900,97169288,0
5901,97172550,0
5902,97172638,0
5903,97179467,0
5904,97186703,0
5905,97215254,0
5906,97279970,0
5907,97298092,0
5908,97300547,0
5909,97323655,0
5910,97323667,0
5911,97323677,0
5912,97323717,0
5913,97323734,0
5914,97323745,0
5915,97334001,0
5916,97335446,0
5917,97340224,0
5918,97360647,0
5919,97360726,0
5920,97371327,0
5921,97371388,0
5922,97371429,0
5923,97371468,0
5924,97371748,0
5925,97371988,0
5926,97372033,0
5927,97559742,0
5928,97564083,0
5929,97868633,0
5930,97868707,0
5931,97868927,0
5932,97880534,0
5933,97880582,0
5934,97909968,0
5935,97911158,0
5936,97912204,0
5937,97916404,0
5938,97950862,0
5939,97993018,0
5940,98079940,0
5941,98100354,0
5942,98133014,0
5943,98133100,0
5944,98133164,0
5945,98133227,0
5946,98146413,0
5947,98307691,0
5948,98402082,0
5949,98473827,0
5950,98477239,0
5951,98477401,0
5952,98479135,0
5953,98479877,0
5954,98480179,0
5955,98481320,0
5956,98494600,0
5957,98501854,0
5958,98520569,0
5959,98524089,0
5960,98529274,0
5961,98529535,0
5962,98529801,0
5963,98537571,0
5964,98538299,0
5965,98539267,0
5966,98540060,0
5967,98544801,0
5968,98545468,0
5969,98546221,0
5970,98546882,0
5971,98548083,0
5972,98548360,0
5973,98548956,0
5974,98551848,0
5975,98567418,0
5976,98567689,0
5977,98610777,0
5978,98617000,0
5979,98679405,0
5980,98700387,0
5981,98700393,0
5982,98705037,0
5983,98708267,0
5984,98708324,0
5985,98708338,0
5986,98715664,0
5987,98725478,0
5988,98726397,0
5989,98727135,0
5990,98734014,0
5991,98740626,0
5992,98758834,0
5993,98758875,0
5994,98758925,0
5995,98758957,0
5996,98758982,0
5997,98759015,0
5998,98760359,0
5999,98764788,0
6000,98768262,0
6001,98771032,0
6002,98790571,0
6003,98790745,0
6004,98790772,0
6005,98790792,0
6006,98793048,0
6007,98793058,0
6008,98793077,0
6009,98793086,0
6010,98793095,0
6011,98793115,0
6012,98793120,0
6013,98793136,0
6014,98793150,0
6015,98799636,0
6016,98799716,0
6017,98815158,0
6018,98815227,0
6019,98818504,0
6020,98818920,0
6021,98819214,0
6022,98819321,0
6023,98819410,0
6024,98819598,0
6025,98929951,0
6026,99067259,0
6027,99201775,0
6028,99263387,0
6029,99348398,0
6030,99376832,0
6031,99399692,0
6032,99494989,0
6033,99510463,0
6034,99512635,0
6035,99512760,0
6036,99561631,0
6037,99571233,0
6038,99578123,0
6039,99587817,0
6040,99608256,0
6041,99608577,0
6042,99608689,0
6043,99608764,0
6044,99608963,0
6045,99610064,0
6046,99618930,0
6047,99618940,0
6048,99637997,0
6049,99649785,0
6050,99675182,0
6051,99779965,0
6052,99780139,0
6053,99783414,0
6054,99786975,0
6055,99787848,0
6056,99788362,0
6057,99796144,0
6058,99796167,0
6059,99796530,0
6060,99825399,0
6061,99831506,0
6062,99833363,0
6063,99836251,0
6064,99862571,0
6065,99893337,0
6066,99893367,0
6067,99893412,0
6068,99893455,0
6069,100028340,0
6070,100028604,0
6071,100028732,0
6072,100028984,0
6073,100029057,0
6074,100029879,0
6075,100029932,0
6076,100030014,0
6077,100048174,0
6078,100115134,0
6079,100115513,0
6080,100243404,0
6081,100251293,0
6082,100258964,0
6083,100262732,0
6084,100271445,0
6085,100339647,0
6086,100446829,0
6087,100446925,0
6088,100458655,0
6089,100486527,0
6090,100487979,0
6091,100489551,0
6092,100490403,0
6093,100506525,0
6094,100513725,0
6095,100513926,0
6096,100514020,0
6097,100519870,0
6098,100682318,0
6099,100685685,0
6100,100688365,0
6101,100688369,0
6102,100688405,0
6103,100694640,0
6104,100694699,0
6105,100694756,0
6106,100694836,0
6107,100696559,0
6108,100701712,0
6109,100767487,0
6110,100778427,0
6111,100778543,0
6112,100856387,0
6113,100866136,0
6114,100872502,0
6115,100873113,0
6116,100879743,0
6117,100944315,0
6118,100961387,0
6119,101027941,0
6120,101394558,0
6121,101475186,0
6122,101482900,0
6123,101485189,0
6124,101485821,0
6125,101486980,0
6126,101515812,0
6127,101532883,0
6128,101533964,0
6129,101534731,0
6130,101552369,0
6131,101573405,0
6132,101573592,0
6133,101584858,0
6134,101589860,0
6135,101590001,0
6136,101590068,0
6137,101629336,0
6138,101629470,0
6139,101667372,0
6140,101674287,0
6141,101702742,0
6142,101765690,0
6143,101773184,0
6144,101773189,0
6145,101804061,0
6146,101815232,0
6147,101817472,0
6148,101820008,0
6149,101831953,0
6150,101832043,0
6151,101833097,0
6152,102013239,0
6153,102025025,0
6154,102077762,0
6155,102092496,0
6156,102111330,0
6157,102113269,0
6158,102114982,0
6159,102115038,0
6160,102126586,0
6161,102126675,0
6162,102178598,0
6163,102200925,0
6164,102217761,0
6165,102217880,0
6166,102278372,0
6167,102278547,0
6168,102278783,0
6169,102278984,0
6170,102279185,0
6171,102279399,0
6172,102279586,0
6173,102279768,0
6174,102280005,0
6175,102289805,0
6176,102289947,0
6177,102290095,0
6178,102290430,0
6179,102291485,0
6180,102293507,0
6181,102303977,0
6182,102318125,0
6183,102319829,0
6184,102320759,0
6185,102338025,0
6186,102355718,0
6187,102369034,0
6188,102370654,0
6189,102370729,0
6190,102371130,0
6191,102371246,0
6192,102371421,0
6193,102371504,0
6194,102379724,0
6195,102384445,0
6196,102384739,0
6197,102385557,0
6198,102385714,0
6199,102385807,0
6200,102385902,0
6201,102385985,0
6202,102386086,0
6203,102386167,0
6204,102386278,0
6205,102395865,0
6206,102395958,0
6207,102396064,0
6208,102457988,0
6209,102486966,0
6210,102499581,0
6211,102500424,0
6212,102509060,0
6213,102509168,0
6214,102509299,0
6215,102562620,0
6216,102634861,0
6217,102670337,0
6218,102678893,0
6219,102683971,0
6220,102694092,0
6221,102730283,0
6222,102731412,0
6223,102733707,0
6224,102807464,0
6225,102870617,0
6226,102985383,0
6227,103382319,0
6228,103654909,0
6229,103661046,0
6230,103715156,0
6231,103741069,0
6232,103741233,0
6233,103741407,0
6234,103741800,0
6235,103846404,0
6236,103945357,0
6237,104066229,0
6238,104192542,0
6239,104193255,0
6240,104231250,0
6241,104245690,0
6242,104245705,0
6243,104245719,0
6244,104245736,0
6245,104250295,0
6246,104254476,0
6247,104278318,0
6248,104278513,0
6249,104291625,0
6250,104291811,0
6251,104291891,0
6252,104292134,0
6253,104355752,0
6254,104367875,0
6255,104447875,0
6256,104457372,0
6257,104457555,0
6258,104457597,0
6259,104457640,0
6260,104457794,0
6261,104457859,0
6262,104457944,0
6263,104457990,0
6264,104492932,0
6265,104493006,0
6266,104493048,0
6267,104493090,0
6268,104552024,0
6269,104552108,0
6270,104565067,0
6271,104581872,0
6272,104583429,0
6273,104584185,0
6274,104589468,0
6275,104589926,0
6276,104590058,0
6277,104590245,0
6278,104590472,0
6279,104590579,0
6280,104590872,0
6281,104591627,0
6282,104591995,0
6283,104592113,0
6284,104592411,0
6285,104592513,0
6286,104593022,0
6287,104593216,0
6288,104593417,0
6289,104593509,0
6290,104593591,0
6291,104594800,0
6292,104619817,0
6293,104619979,0
6294,104643920,0
6295,104655070,0
6296,104732132,0
6297,104733096,0
6298,104738919,0
6299,104747025,0
6300,104747317,0
6301,104747429,0
6302,104756497,0
6303,104784067,0
6304,104801721,0
6305,104801795,0
6306,104801806,0
6307,104801942,0
6308,104802017,0
6309,104802019,0
6310,104802076,0
6311,104802096,0
6312,104802109,0
6313,104802132,0
6314,104802142,0
6315,104802181,0
6316,104802206,0
6317,104802221,0
6318,104804190,0
6319,104804207,0
6320,104804254,0
6321,104804366,0
6322,104804482,0
6323,104804492,0
6324,104804503,0
6325,104804514,0
6326,104804527,0
6327,104804537,0
6328,104804571,0
6329,104804587,0
6330,104804595,0
6331,104808079,0
6332,104815585,0
6333,104841162,0
6334,104860134,0
6335,104860188,0
6336,104860666,0
6337,104914233,0
6338,104955370,0
6339,105032290,0
6340,105034419,0
6341,105064168,0
6342,105064406,0
6343,105064487,0
6344,105064701,0
6345,105071276,0
6346,105082099,0
6347,105082281,0
6348,105082438,0
6349,105083066,0
6350,105083565,0
6351,105083959,0
6352,105084116,0
6353,105084496,0
6354,105084800,0
6355,105090824,0
6356,105094687,0
6357,105095759,0
6358,105096257,0
6359,105096361,0
6360,105100687,0
6361,105112002,0
6362,105116147,0
6363,105117448,0
6364,105117512,0
6365,105117647,0
6366,105117817,0
6367,105117944,0
6368,105117997,0
6369,105118054,0
6370,105118242,0
6371,105213005,0
6372,105221414,0
6373,105222713,0
6374,105223323,0
6375,105224226,0
6376,105225101,0
6377,105288708,0
6378,105297649,0
6379,105299698,0
6380,105314820,0
6381,105377557,0
6382,105377652,0
6383,105378074,0
6384,105385560,0
6385,105767992,0
6386,105782218,0
6387,105953765,0
6388,105955163,0
6389,105999189,0
6390,106025589,0
6391,106034812,0
6392,106050064,0
6393,106050378,0
