shopid,userid
70831057,0
70837864,0
70846008,0
71007603,0
71007634,0
71007668,0
71007731,214778616
71007784,0
71007810,0
71010411,0
71018711,0
71020693,0
71057255,0
71058662,0
71060222,0
71060335,0
71063335,0
71160099,0
71162995,0
71168001,11053808
71210121,0
71231436,0
71231490,0
71231558,0
71231667,0
71236709,0
71350056,0
71391616,0
71401459,0
71458078,0
71526378,0
71560715,0
71642589,0
71705825,0
71705899,0
71756544,0
71767209,0
71787672,0
71787795,0
71794652,0
71809754,0
71896759,0
71904900,0
71915492,0
71918592,0
72054197,0
72112289,0
72191878,0
72191935,0
72315293,0
72365990,0
72368583,0
72368641,0
72368689,0
72376784,0
72385961,0
72388254,0
72388568,0
72388621,0
72388685,0
72484434,0
72489043,0
72534875,0
72534926,0
72535028,0
72536807,0
72555227,0
72555252,0
72563294,0
72564403,0
72567862,0
72567956,0
72568210,0
72569544,0
72630864,0
72672516,0
72767334,0
72802364,0
72808126,0
72901132,0
73103073,0
73103155,214628840
73120749,0
73161836,0
73212244,0
73215945,0
73225606,0
73268026,0
73286262,0
73293761,0
73302121,0
73384292,0
73405194,0
73412858,0
73470620,0
73471666,0
73492229,0
73497910,0
73519985,0
73520061,0
73595858,0
73608513,0
73608669,0
73615011,0
73653764,0
73654094,0
73654185,0
73654505,0
73654673,0
73654822,0
73656240,0
73658804,0
73662716,0
73662914,0
73663127,0
73667468,0
73690472,30244568
73692987,0
73774158,0
73807421,0
73816824,0
73828283,0
73833971,0
73834330,0
73834480,0
73846922,0
73847051,0
73976655,0
74127382,0
74168407,0
74232609,0
74238800,0
74256889,0
74257434,0
74263309,0
74263634,0
74286996,0
74290025,0
74294393,0
74294441,0
74299295,0
74381463,0
74385630,0
74385706,0
74385838,0
74385887,0
74385947,0
74387132,0
74409681,0
74415348,0
74424517,0
74432873,0
74437254,0
74438103,0
74535895,0
74542442,0
74542765,0
74557017,0
74565905,0
74645598,0
74646276,0
74652209,0
74652244,0
74657846,0
74666146,0
74685579,0
74685629,0
74685667,0
74685700,0
74686744,0
74686831,0
74686925,0
74696826,0
74730639,0
74752093,0
74789764,0
74792338,0
74803479,0
74878849,0
74910037,0
74910085,0
74937487,0
74950908,0
75011131,0
75097547,0
75213616,0
75214608,0
75218433,0
75305613,0
75306033,0
75316684,0
75318673,0
75318784,0
75323966,0
75324040,0
75326165,177472272
75330476,0
75333428,0
75370414,0
75370458,0
75371136,0
75405973,0
75408460,0
75413147,0
75424355,0
75447841,0
75470346,0
75472968,0
75473009,0
75473144,0
75476148,0
75476175,0
75480233,0
75484203,0
75485133,0
75536860,0
75564088,0
75574435,0
75580090,0
75603759,0
75616656,0
75620248,0
75620273,0
75622038,0
75622223,69523106
75623960,0
75624009,0
75624044,0
75628559,0
75632239,0
75636248,0
75637606,0
75687195,0
75687245,0
75712258,0
75715238,0
75732419,0
75746872,0
75757672,0
75762037,0
75769854,0
75777312,0
75777351,0
75782291,0
75794562,0
75877029,0
75985602,0
75988780,0
76095633,0
76108265,0
76199478,0
76199702,0
76210086,0
76215333,0
76217301,0
76217483,0
76221707,0
76221922,0
76221969,0
76225846,0
76226012,0
76226086,0
76226361,0
76226408,0
76226454,0
76226532,0
76226570,0
76226619,0
76226656,0
76226738,0
76226795,0
76226869,0
76226924,0
76227058,0
76227117,0
76228950,0
76229005,0
76232898,0
76238687,0
76314118,0
76314362,0
76357052,0
76357110,0
76357187,0
76357257,0
76357405,0
76362914,0
76372898,0
76379003,0
76459752,0
76460152,0
76465962,0
76470581,0
76473021,0
76479444,0
76484912,0
76485980,0
76488779,0
76497766,0
76501592,0
76507820,0
76514413,0
76514471,0
76528977,0
76621276,0
76621355,0
76630020,0
76645269,0
76648051,0
76649620,0
76651585,0
76667488,0
76667570,0
76667628,0
76667666,0
76667703,0
76667733,0
76667991,0
76667992,0
76668038,0
76668107,0
76668184,0
76668317,0
76668363,0
76668593,215224309
76674153,0
76693019,0
76712740,0
76716603,0
76723401,0
76750044,0
76750070,0
76750280,0
76750308,0
76750323,0
76750353,0
76750478,0
76750563,0
76750588,0
76750710,0
76750814,0
76751010,0
76755093,0
76755131,0
76755864,0
76790130,0
76807638,0
76810975,0
76816864,0
76816895,0
76817083,0
76818425,0
76818455,0
76903313,0
77177278,0
77211680,0
77211818,0
77211977,0
77212096,0
77212483,0
77212617,0
77212782,0
77212875,0
77213008,0
77213106,0
77213500,0
77213592,0
77215440,0
77215578,0
77215672,0
77215976,0
77216247,0
77216478,0
77216634,0
77216751,0
77216831,0
77216969,0
77217555,0
77217838,0
77218021,0
77220852,0
77239006,0
77264859,0
77268364,0
77268456,0
77268498,0
77270741,0
77272750,0
77275701,0
77349010,0
77358661,0
77361166,0
77417977,0
77418030,0
77418106,0
77418152,0
77418724,0
77421422,0
77422583,0
77513656,0
77514263,0
77514430,0
77514500,0
77514575,0
77514650,0
77517344,0
77517414,0
77519089,0
77529578,0
77529615,0
77529653,0
77529683,0
77529810,0
77529949,0
77548457,0
77553976,0
77564713,0
77573172,0
77573224,0
77573302,0
77578654,0
77581273,0
77581379,0
77581539,0
77581648,0
77586555,0
77588480,0
77588531,0
77597040,0
77597123,0
77673254,0
77689847,0
77698078,0
77731606,0
77739420,0
77744614,0
77825260,0
77869040,0
77885022,0
77901337,0
78239759,0
78267679,0
78315147,0
78367275,0
78368848,0
78375612,0
78386762,0
78399733,0
78399755,0
78399782,0
78399846,0
78444736,0
78508758,0
78509316,0
78519753,0
78532410,0
78535154,0
78556281,0
78561576,0
78631345,0
78658108,0
78686751,0
78686907,0
78693816,0
78732645,0
78732711,0
78732754,0
78732799,0
78755616,0
78837196,78903959
78844091,0
78847566,0
78900315,0
78940301,0
79001263,0
79004173,0
79043356,0
79057741,0
79057997,0
79058050,0
79058083,0
79058110,0
79058156,0
79069823,0
79069962,0
79070174,0
79070309,0
79070352,0
79070417,0
79070483,0
79072319,0
79076328,0
79113204,0
79217371,0
79440221,0
79484032,0
79495367,0
79515562,0
79540159,0
79545872,0
79552047,0
79554675,0
79557014,0
79557103,0
79604225,0
79656141,0
79668094,0
79694639,0
79695793,0
79720389,0
79729078,0
79731820,0
79735070,0
79735628,0
79739892,0
79755180,0
79829757,0
79829762,0
79829772,0
79829779,0
79835162,0
79835172,0
79835182,0
79835199,0
79835216,0
79840464,0
79859315,0
79914993,0
79915074,0
79915182,0
79915263,0
79916707,0
80005548,0
80006196,0
80006267,0
80006336,0
80006418,0
80006509,0
80006565,0
80006607,0
80006666,0
80006786,0
80006843,0
80006894,0
80006964,0
80007026,0
80007090,0
80007158,0
80007203,0
80007506,0
80049863,123158564
80066557,0
80066572,0
80091569,0
80102990,0
80184557,0
80186194,0
80201114,0
80201181,0
80201200,0
80216377,0
80260623,0
80428455,0
80450542,0
80585382,0
80593244,0
80675945,0
80693208,0
80708712,0
80720823,0
80720848,0
80720869,0
80734905,0
80742525,0
80742853,0
80750221,0
80753685,0
80756297,0
80761196,0
80762120,0
80762529,0
80763275,0
80776569,0
80890996,77374158
80901616,0
80905103,0
80905182,0
80905243,0
80905280,0
80906879,0
80914308,0
80989886,0
81021550,0
81026248,0
81050570,0
81057240,0
81070087,0
81072776,0
81087530,0
81087553,0
81106735,0
81106830,0
81107020,0
81107063,0
81107101,0
81107176,0
81107218,0
81107257,0
81107454,0
81107569,0
81107614,0
81107657,0
81107875,0
81107945,0
81107987,0
81190082,0
81190174,77374158
81190226,0
81198003,0
81213884,0
81227506,0
81232093,0
81232921,0
81234955,0
81238279,0
81238369,0
81244397,0
81244619,0
81246851,0
81246872,0
81248256,0
81248629,0
81249075,0
81252550,0
81264180,0
81352410,0
81354928,0
81358578,0
81358660,0
81358966,0
81390362,0
81397353,0
81433064,0
81502244,0
81730482,0
81839251,0
81846717,0
81852948,0
81853031,0
81853122,0
81892258,0
81911506,0
81915966,0
81919856,0
82022023,0
82024305,0
82026631,0
82028494,0
82060005,0
82064175,0
82069617,0
82069664,0
82101422,0
82111595,0
82132828,0
82176383,0
82188330,0
82207930,0
82207942,0
82208000,0
82208133,0
82208624,0
82255844,0
82256441,0
82256684,0
82269041,0
82269178,0
82269223,0
82269338,0
82368015,0
82368044,0
82369335,0
82369462,0
82369766,0
82375312,0
82403452,0
82435852,0
82435983,0
82436060,0
82436100,0
82470258,0
82531246,0
82574329,0
82574338,0
82587364,0
82589739,0
82593787,0
82601489,0
82610176,0
82611628,0
82619948,0
82738335,0
83040975,0
83069309,0
83069462,0
83080084,0
83083657,0
83089270,0
83089311,0
83089389,0
83089714,0
83090913,0
83091054,0
83091093,0
83091265,0
83101101,0
83102532,0
83102588,0
83102630,0
83132219,0
83207432,0
83213498,0
83213597,0
83234229,181942741
83260843,0
83263311,0
83266112,0
83318079,0
83350528,0
83366265,118860287
83401047,0
83408156,0
83408312,0
83408462,0
83411597,0
83426518,0
83427745,0
83429219,0
83430054,0
83430393,0
83433470,0
83433782,0
83440644,0
83440682,0
83440735,0
83440756,26570682
83529762,0
83541083,0
83558512,0
83574997,0
83603234,0
83669215,0
83698893,0
83698960,0
83699001,0
83699029,0
83699076,0
83747767,0
83748472,0
83750280,0
83761244,0
83761892,0
83764530,0
83764923,0
83767579,0
83767652,0
83767704,0
83767745,0
83767775,0
83767795,0
83767954,0
83768076,0
83776337,0
83864728,0
84119334,0
84158377,0
84160834,0
84172590,0
84172603,0
84172610,0
84172615,0
84172620,0
84172628,0
84172634,0
84172637,0
84172643,0
84172647,0
84172663,0
84172670,0
84172676,0
84172679,0
84172686,0
84172725,0
84177332,0
84183064,0
84193639,0
84204959,0
84208113,0
84209220,0
84234468,0
84234556,0
84234619,0
84301799,0
84316515,0
84320765,0
84321142,0
84322073,0
84377992,0
84387511,0
84393838,0
84432689,0
84493843,0
84533430,0
84533500,0
84533606,0
84533748,0
84533813,0
84547029,0
84547135,0
84547411,0
84549626,0
84559494,0
84559659,0
84559811,0
84584184,0
84591246,0
84598832,0
84599953,0
84602591,0
84603482,0
84643967,0
84646493,0
84650535,0
84652429,0
84664888,0
84673305,0
84683145,0
84683577,0
84705013,0
84706933,0
84707100,0
84710867,0
84711731,0
84711793,0
84713261,0
84713318,0
84713388,0
84723600,0
84723682,0
84799888,0
84805338,0
84807884,0
84811015,0
84811574,0
84821602,0
84853684,0
84866704,65814291
84872299,0
84923487,0
85113423,0
85256495,0
85256544,0
85258363,0
85258558,0
85315457,0
85315715,0
85340527,0
85408205,0
85410612,0
85416248,0
85419027,0
85423051,0
85441301,0
85443900,0
85458918,0
85458922,0
85458955,0
85459037,0
85459045,0
85459077,0
85459106,0
85459112,0
85459119,0
85459126,0
85459154,0
85459176,0
85459183,0
85459376,0
85459439,0
85512180,0
85568862,0
85603727,0
85606236,0
85608749,0
85616869,0
85617267,0
85628068,0
85634086,0
85634231,0
85634302,0
85648725,0
85669731,0
85725020,0
85745898,0
85766769,0
85769226,0
85777620,0
85788267,0
85890459,0
85948218,0
85948295,0
85948343,0
85965530,0
85965569,0
85965597,0
85965639,0
85965667,0
85965690,0
85965719,0
85965780,0
86039258,0
86049389,0
86267685,0
86285837,0
86368642,144612139
86371836,0
86371875,0
86392996,0
86404696,0
86416733,0
86441441,0
86446335,0
86446574,0
86446806,0
86453400,0
86463401,0
86463488,0
86463532,0
86526477,0
86542360,0
86561926,0
86564492,0
86567562,0
86572154,0
86572177,0
86572182,0
86572187,0
86572198,0
86572231,0
86603038,0
86628252,0
86628761,0
86634598,0
86637817,0
86651424,0
86678901,0
86693216,0
86734500,0
86748721,0
86782165,0
86788116,0
86788265,0
86788326,0
86788352,0
86791177,0
86797153,0
86799255,0
86800001,0
86801203,0
86805042,0
86805396,0
86810608,0
86814930,0
86820927,0
86821192,0
86821345,0
86822226,211907762
86823342,0
86823827,0
86824027,0
86825459,0
86825597,0
86826055,0
86826200,0
86826349,0
86826681,0
86827130,0
86827267,0
86827850,0
86840861,0
86892021,0
86947704,0
86997497,0
86997551,0
87005763,0
87005909,0
87005981,0
87006618,0
87010852,0
87037251,0
87037593,0
87037631,0
87063118,178640685
87066256,0
87075757,0
87075889,0
87096719,0
87125848,0
87162554,0
87162663,0
87163008,0
87163250,0
87163356,0
87163593,0
87164182,0
87193491,0
87199430,0
87203163,0
87219179,0
87219518,0
87224845,0
87238116,0
87243226,0
87243381,0
87245674,0
87246161,0
87265627,0
87483649,0
87514129,0
87522495,0
87579227,0
87621172,0
87621239,0
87621328,0
87621636,0
87621695,87846708
87657406,214094512
87705895,0
87722915,0
87759811,0
87769403,0
87770705,0
87819867,0
87819976,0
87820327,0
87827803,0
87828592,0
87828817,0
87828950,0
87829666,0
87840984,0
87841198,0
87845635,215427525
87847480,0
87848806,0
87852982,0
87853289,0
87853399,0
87862108,0
87879785,0
87977869,0
87985139,0
87986130,0
88010671,0
88024977,0
88030773,0
88030821,0
88030881,0
88035715,0
88035730,0
88035767,0
88056869,0
88057051,0
88057319,0
88057427,0
88061045,0
88066222,0
88073992,0
88118897,0
88131246,0
88202387,0
88209860,0
88229967,0
88246043,0
88314577,0
88325814,0
88345846,0
88405238,0
88422909,0
88434042,0
88457296,0
88477170,0
88484439,0
88484568,0
88484634,0
88484673,0
88484947,0
88486533,0
88487045,0
88612575,0
88612805,0
88634146,0
88634465,0
88634480,0
88668826,0
88668911,0
88673187,0
88683541,0
88685658,0
88689557,0
88690268,0
88696854,0
88701184,0
88709243,0
88710965,0
88711121,0
88711335,0
88759537,0
88899075,0
89046712,0
89114465,0
89115002,0
89115850,0
89116523,0
89116953,0
89117437,0
89117845,0
89118277,0
89119025,0
89119433,0
89122449,0
89123477,0
89124187,0
89124819,0
89125603,0
89126206,3295689
89127015,0
89127467,0
89127999,0
89128485,0
89250796,0
89251015,0
89251415,0
89251719,0
89281245,0
89340382,0
89645183,0
89647608,0
89660481,0
89692036,0
89692077,0
89698141,0
89718620,0
89746709,0
89747206,0
89747333,0
89751103,0
89751760,0
89765240,0
89768730,0
89775584,0
89777565,0
89881509,0
89888778,0
89889289,0
89889313,0
89889319,0
89889425,0
89889487,0
89889493,0
89889498,0
89889510,0
89889524,0
89889551,0
89911006,0
89944560,0
89947760,0
89948292,0
89948889,0
89948967,0
89955089,0
89955224,0
90048126,0
90114193,0
90118501,0
90139389,0
90156787,0
90157959,0
90158794,0
90165630,0
90169828,0
90171313,0
90172857,0
90187350,0
90203920,0
90215118,0
90218203,0
90222530,0
90335733,0
90335842,0
90336011,0
90336365,0
90336454,0
90336536,0
90336709,0
90336797,0
90337603,0
90337968,0
90338073,0
90338548,0
90338972,0
90339629,0
90340162,0
90340597,0
90348893,0
90348953,0
90349048,0
90349081,0
90349135,0
90350417,0
90350549,0
90350565,0
90350593,0
90350598,0
90350617,0
90350663,0
90360166,0
90377528,0
90385730,0
90386560,0
90413395,0
90473265,0
90483698,0
90496400,0
90496725,0
90501117,0
90501721,0
90502976,0
90527350,0
90534771,0
90555264,0
90555315,0
90904399,0
91038550,0
91056724,0
91067843,0
91087572,0
91087668,0
91087778,0
91087848,0
91087923,0
91087999,0
91088086,0
91088177,0
91088261,0
91105193,0
91114567,0
91123657,0
91151769,0
91188270,0
91223175,0
91224965,0
91242967,0
91267070,0
91278966,0
91279866,0
91281724,0
91292495,0
91295375,0
91295492,0
91308941,0
91363958,0
91370825,0
91400898,0
91415516,0
91441150,0
91441976,0
91459669,0
91462182,0
91487219,0
91493800,0
91509905,0
91542381,0
91542691,0
91588901,0
91594760,0
91637172,0
91638688,0
91639906,0
91659311,0
91670224,0
91673033,0
91674180,0
91678250,0
91678351,0
91678832,0
91678877,0
91678893,0
91678988,0
91679236,0
91679268,0
91679485,0
91679755,0
91679857,0
91679894,0
91679937,0
91680059,0
91680145,0
91680229,0
91680306,0
91680371,0
91680677,0
91680735,0
91680943,0
91681054,0
91681600,0
91682451,0
91684899,0
91685020,0
91688089,0
91711044,0
91711332,0
91711525,0
91716487,0
91783595,0
91783646,0
91785726,0
91786512,0
91788719,0
91799978,0
91819942,0
91826836,0
91864677,0
91903561,0
92003735,0
92513825,0
92513867,0
92514114,0
92514155,0
92520461,0
92520648,0
92524217,0
92549088,0
92566917,0
92567513,0
92727505,0
92727875,0
92733248,0
92751982,0
92752049,0
92775746,0
92783216,0
92813507,0
92849569,0
92916214,0
92935577,0
92937409,0
92956201,0
92971999,0
92990895,0
92991006,0
92991064,0
93114938,0
93118317,0
93118442,0
93119848,0
93120165,0
93171909,0
93178145,0
93229665,0
93295101,0
93298215,0
93322597,0
93353933,0
93358498,0
93358941,79419297
93359597,0
93359725,0
93359944,0
93360016,0
93363430,0
93363519,0
93380165,0
93381802,0
93547627,0
93571515,0
93684185,0
93684245,0
93691788,0
93750632,0
93785607,0
93808009,0
93861688,0
93893101,0
93906301,0
93944758,0
93949912,0
93949994,0
93950041,0
93950114,0
93950227,0
93950878,0
93951065,0
93951158,0
93951228,0
93952110,0
93952151,0
93952227,0
93952314,0
93952366,0
93952433,0
94036983,0
94040233,0
94154189,15826134
94185530,0
94241427,0
94264180,0
94269792,0
94279148,0
94323897,0
94341099,0
94461134,0
94462069,0
94479614,0
94506916,0
94512558,0
94531424,0
94552612,0
94563980,0
94846095,0
94886638,0
94927662,0
94979872,0
95035833,0
95045402,0
95048492,0
95070940,0
95090493,0
95115156,0
95122605,0
95130073,0
95134473,0
95135096,0
95135759,0
95136623,0
95137178,0
95138046,0
95138572,0
95139064,189834273
95178976,0
95191947,0
95192543,0
95193063,0
95194143,0
95199702,0
95230207,0
95230591,0
95236751,0
95237007,0
95251808,0
95256147,0
95256207,0
95265970,0
95273673,0
95274955,0
95275840,0
95302151,0
95302322,0
95302417,0
95322764,0
95337360,0
95442584,0
95446709,0
95458810,44959060
95478052,0
95506527,0
95507102,0
95507169,0
95507222,0
95507319,0
95507367,0
95507413,0
95507534,0
95507784,0
95524736,0
95526512,0
95557767,0
95565618,0
95570154,0
95570264,0
95580868,0
95581106,0
95632694,0
95642156,0
95654566,0
95709421,0
95729391,0
95736721,0
95737497,0
95745694,0
95757719,0
95757774,0
95757987,0
95758036,0
95763943,0
95800924,0
95868154,0
95875859,0
95891080,0
95900223,0
95900242,0
95900252,0
95903584,0
95949103,0
95963894,0
95967043,0
96197811,0
96405580,0
96411310,0
96459080,0
96460204,193338089
96460236,0
96460264,0
96462551,0
96464079,0
96478385,0
96523677,0
96531670,0
96540289,0
96555082,89312509
96555187,0
96555327,0
96555506,0
96555548,0
96555639,0
96555792,0
96557957,0
96558159,0
96558236,0
96558327,0
96561202,0
96561842,0
96562362,0
96573613,0
96573864,0
96574352,0
96574730,0
96659798,0
96664410,0
96664664,0
96671258,0
96674484,0
96674652,0
96675020,0
96679384,0
96679836,0
96680288,0
96681287,0
96681429,0
96681481,0
96681521,0
96729300,0
96729996,0
96731231,0
96745413,0
96745471,0
96745501,0
96755275,0
96755383,0
96755478,0
96755555,0
96755646,0
96755885,0
96757644,215243653
96757689,0
96757706,61348019
96757713,0
96757783,0
96830933,0
96833874,0
96869191,0
96877484,0
96879386,0
96887816,0
96890153,0
96923611,0
96929974,0
96953202,0
96953206,0
96953349,0
96973170,0
96977221,0
96982683,0
96982835,0
96988246,0
97004319,0
97045447,0
97083776,0
97084589,0
97084677,0
97106040,0
97126887,0
97167904,214778616
97167909,0
97168062,0
97169288,0
97172550,0
97172638,0
97179467,0
97186703,0
97215254,0
97279970,0
97298092,0
97300547,0
97323655,0
97323667,0
97323677,0
97323717,0
97323734,0
97323745,0
97334001,0
97335446,0
97340224,0
97360647,0
97360726,0
97371327,0
97371388,0
97371429,0
97371468,0
97371748,0
97371988,0
97372033,0
97559742,0
97564083,0
97868633,0
97868707,0
97868927,0
97880534,0
97880582,0
97909968,0
97911158,0
97912204,0
97916404,0
97950862,0
97993018,0
98079940,0
98100354,0
98133014,0
98133100,0
98133164,0
98133227,0
98146413,0
98307691,0
98402082,0
98473827,0
98477239,0
98477401,0
98479135,0
98479877,0
98480179,0
98481320,124597967
98494600,0
98501854,0
98520569,0
98524089,0
98529274,0
98529535,0
98529801,0
98537571,0
98538299,0
98539267,0
98540060,0
98544801,0
98545468,0
98546221,0
98546882,0
98548083,0
98548360,0
98548956,0
98551848,0
98567418,0
98567689,0
98610777,0
98617000,0
98679405,0
98700387,0
98700393,0
98705037,0
98708267,0
98708324,0
98708338,0
98715664,0
98725478,0
98726397,0
98727135,0
98734014,0
98740626,0
98758834,0
98758875,0
98758925,0
98758957,0
98758982,0
98759015,0
98760359,0
98764788,0
98768262,0
98771032,0
98790571,0
98790745,0
98790772,0
98790792,0
98793048,0
98793058,0
98793077,0
98793086,142710562
98793095,0
98793115,0
98793120,0
98793136,0
98793150,0
98799636,0
98799716,0
98815158,0
98815227,0
98818504,0
98818920,0
98819214,0
98819321,0
98819410,0
98819598,0
98929951,0
99067259,108402614
99201775,0
99263387,0
99348398,0
99376832,0
99399692,0
99494989,0
99510463,0
99512635,0
99512760,0
99561631,0
99571233,0
99578123,0
99587817,0
99608256,0
99608577,0
99608689,0
99608764,0
99608963,0
99610064,0
99618930,0
99618940,0
99637997,0
99649785,0
99675182,0
99779965,0
99780139,0
99783414,0
99786975,0
99787848,0
99788362,0
99796144,0
99796167,0
99796530,0
99825399,0
99831506,0
99833363,0
99836251,197470611
99862571,0
99893337,0
99893367,0
99893412,0
99893455,0
100028340,0
100028604,0
100028732,0
100028984,0
100029057,0
100029879,0
100029932,0
100030014,0
100048174,0
100115134,0
100115513,0
100243404,0
100251293,0
100258964,0
100262732,0
100271445,0
100339647,0
100446829,2434757
100446925,0
100458655,0
100486527,0
100487979,0
100489551,0
100490403,0
100506525,0
100513725,0
100513926,0
100514020,0
100519870,0
100682318,0
100685685,0
100688365,0
100688369,0
100688405,0
100694640,0
100694699,0
100694756,0
100694836,0
100696559,0
100701712,0
100767487,0
100778427,0
100778543,0
100856387,0
100866136,0
100872502,0
100873113,0
100879743,0
100944315,0
100961387,0
101027941,0
101394558,0
101475186,0
101482900,0
101485189,0
101485821,0
101486980,0
101515812,0
101532883,0
101533964,0
101534731,0
101552369,0
101573405,0
101573592,0
101584858,0
101589860,0
101590001,0
101590068,0
101629336,0
101629470,0
101667372,0
101674287,0
101702742,0
101765690,0
101773184,0
101773189,0
101804061,0
101815232,0
101817472,0
101820008,0
101831953,0
101832043,0
101833097,0
102013239,0
102025025,0
102077762,0
102092496,0
102111330,0
102113269,0
102114982,0
102115038,0
102126586,0
102126675,0
102178598,0
102200925,0
102217761,0
102217880,0
102278372,0
102278547,0
102278783,0
102278984,0
102279185,0
102279399,0
102279586,0
102279768,0
102280005,0
102289805,0
102289947,0
102290095,0
102290430,0
102291485,0
102293507,0
102303977,0
102318125,0
102319829,0
102320759,0
102338025,0
102355718,0
102369034,0
102370654,0
102370729,0
102371130,0
102371246,0
102371421,0
102371504,0
102379724,0
102384445,0
102384739,0
102385557,0
102385714,0
102385807,0
102385902,0
102385985,0
102386086,0
102386167,0
102386278,0
102395865,0
102395958,0
102396064,0
102457988,0
102486966,0
102499581,0
102500424,0
102509060,0
102509168,0
102509299,0
102562620,0
102634861,0
102670337,0
102678893,0
102683971,0
102694092,0
102730283,0
102731412,0
102733707,0
102807464,0
102870617,0
102985383,0
103382319,0
103654909,0
103661046,0
103715156,214226569
103741069,0
103741233,0
103741407,0
103741800,0
103846404,0
103945357,0
104066229,0
104192542,0
104193255,0
104231250,0
104245690,0
104245705,0
104245719,0
104245736,188187242
104250295,0
104254476,0
104278318,0
104278513,0
104291625,0
104291811,0
104291891,0
104292134,0
104355752,0
104367875,0
104447875,0
104457372,0
104457555,214778616
104457597,0
104457640,0
104457794,0
104457859,0
104457944,0
104457990,0
104492932,0
104493006,0
104493048,0
104493090,0
104552024,0
104552108,0
104565067,0
104581872,0
104583429,0
104584185,0
104589468,0
104589926,0
104590058,81928284
104590245,0
104590472,0
104590579,213714377
104590872,0
104591627,0
104591995,0
104592113,0
104592411,0
104592513,0
104593022,0
104593216,0
104593417,0
104593509,0
104593591,0
104594800,0
104619817,0
104619979,0
104643920,0
104655070,0
104732132,0
104733096,0
104738919,0
104747025,0
104747317,0
104747429,0
104756497,0
104784067,0
104801721,0
104801795,0
104801806,0
104801942,0
104802017,0
104802019,0
104802076,0
104802096,0
104802109,0
104802132,0
104802142,0
104802181,0
104802206,0
104802221,0
104804190,0
104804207,0
104804254,0
104804366,0
104804482,0
104804492,0
104804503,0
104804514,0
104804527,0
104804537,0
104804571,0
104804587,0
104804595,0
104808079,0
104815585,0
104841162,0
104860134,0
104860188,0
104860666,0
104914233,0
104955370,10051694
105032290,0
105034419,0
105064168,0
105064406,0
105064487,0
105064701,214431654
105071276,0
105082099,0
105082281,0
105082438,0
105083066,0
105083565,0
105083959,0
105084116,0
105084496,0
105084800,0
105090824,0
105094687,0
105095759,0
105096257,0
105096361,0
105100687,0
105112002,0
105116147,0
105117448,0
105117512,0
105117647,0
105117817,0
105117944,0
105117997,0
105118054,0
105118242,0
105213005,0
105221414,0
105222713,0
105223323,0
105224226,0
105225101,0
105288708,0
105297649,0
105299698,0
105314820,0
105377557,0
105377652,0
105378074,0
105385560,0
105767992,0
105782218,0
105953765,0
105955163,0
105999189,0
106025589,0
106034812,0
106050064,0
106050378,0
106050474,0
106051591,1276208
106055702,0
106390103,51759862
106390524,0
106390802,0
106407924,0
106412813,0
106490598,0
106499204,0
106507673,0
106579447,0
106644199,0
106648167,0
106703490,0
106712159,0
106755248,0
106755258,0
106755264,0
106755295,0
106760551,0
106766753,0
106766759,0
106766769,0
106767062,0
106767110,0
106767152,0
106770372,0
106779896,0
106815137,0
106878789,0
106886326,0
106891015,0
106896276,0
106935669,0
106941385,0
106943584,0
106943747,0
106943910,0
106944106,0
106971308,0
106973900,0
106979338,0
106984516,0
106990570,0
106995615,0
106995714,0
106997663,0
107126490,0
107141179,0
107142271,0
107143451,0
107148254,0
107149471,0
107151707,0
107151952,0
107152171,0
107153710,0
107153763,0
107154370,0
107154682,0
107180723,0
107189025,159315857
107225260,0
107234429,0
107234458,0
107234524,0
107234708,0
107234749,0
107234795,0
107241825,0
107361249,0
107415524,0
107418846,0
107474589,0
107532940,0
107572041,0
107846402,0
107850385,0
107850537,0
107850731,0
107854542,0
107885277,0
107888208,0
107907122,0
107908911,0
107914233,0
107921853,0
107932403,0
107932444,0
107937852,0
108064389,0
108066967,0
108069615,0
108071059,0
108072421,0
108073066,0
108073080,0
108112970,0
108113164,0
108113213,0
108119981,0
108120048,0
108120403,212200633
108120635,0
108120692,0
108121090,0
108121146,0
108137239,0
108147837,0
108151547,0
108157503,0
108170744,31233680
108290926,0
108324022,0
108382512,0
108399149,0
108401174,0
108401224,0
108409716,0
108409815,0
108409916,0
108410069,0
108442941,0
109544012,0
109581233,0
109581935,0
109595838,0
109620109,0
109628767,214345977
109630912,0
109634964,0
109637028,0
109644415,0
109665400,0
109665787,0
109701923,0
109755022,0
109755317,0
109770861,0
109789848,0
109789910,0
109789989,0
109790045,0
109790208,0
109790283,0
109790356,0
109790977,0
109793559,0
109805447,0
109809246,0
109809298,0
109809358,0
109823168,0
109828634,0
109829378,0
109836309,0
109862429,0
109865337,0
109869080,0
109869357,0
109869442,0
109890037,0
109890128,0
109890326,0
109901472,0
109984118,0
110072998,0
110140976,0
110179054,0
110180118,0
110222660,0
110350714,0
110350784,0
110350834,0
110350845,0
110350857,0
110350879,0
110350969,0
110379092,0
110425245,0
110493426,0
110509558,0
110511731,0
110529183,0
110544418,0
110564704,0
110566739,0
110599242,0
110599351,0
110599417,0
110600059,0
110600160,0
110600552,0
110601159,0
110602355,0
110602616,0
110603188,0
110641049,0
110641183,0
110641297,0
110641390,157946285
110671146,0
110695745,0
110700556,0
110769741,0
110773498,0
110852363,0
110852575,0
110852755,0
110865179,0
110867547,0
110867589,0
110867624,0
110867912,0
110868046,0
